,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline,release_year,release_month
5784,10603,George of the Jungle,1997-07-15,"['Adventure', 'Comedy', 'Family', 'Romance']",English,5.6,1853,17.256,"Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rain forest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King Of Swing swings into action.",55000000,"['Mandeville Films', 'Walt Disney Pictures']",174463257,92,Watch out!,1997,07
5786,70436,The Raven,2012-03-09,"['Crime', 'Thriller', 'Mystery']",English,6.3,1198,17.757,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",26000000,"['Relativity Media', 'Intrepid Pictures', 'FilmNation Entertainment', 'Galavis Film', 'Pioneer Pictures', 'Endgame Entertainment']",29657751,111,The only one who can stop a serial killer is the man who inspired him.,2012,03
5789,82695,Les Misérables,2012-12-18,"['History', 'Drama']",English,7.3,4865,17.258,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",61000000,"['Universal Pictures', 'Working Title Films', 'Cameron Mackintosh Ltd.', 'Relativity Media']",441809770,158,Fight. Dream. Hope. Love.,2012,12
5790,38579,Marmaduke,2010-06-04,"['Family', 'Comedy']",English,5.3,664,13.507,"When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.",50000000,"['Dune Entertainment', 'Davis Entertainment', 'Regency Enterprises', '20th Century Fox']",83761844,87,Live Large,2010,06
5792,2976,Hairspray,2007-07-19,"['Comedy', 'Romance', 'Drama']",English,6.7,2303,15.006,"Pleasantly plump teenager Tracy Turnblad auditions to be on Baltimore's most popular dance show - The Corny Collins Show - and lands a prime spot. Through her newfound fame, she becomes determined to help her friends and end the racial segregation that has been a staple of the show.",50000000,"['Offspring Entertainment', 'New Line Cinema', 'Zadan / Meron Productions', 'Ingenious Media']",90450008,117,"When you follow your own beat, the world will follow you.",2007,07
5794,10676,Halloween III: Season of the Witch,1982-10-22,"['Horror', 'Mystery', 'Science Fiction']",English,5.1,1165,15.003,"Dr. Daniel Challis and Ellie Grimbridge stumble onto a gruesome murder scheme when Ellie's novelty-salesman father, Harry, is killed while in possession of a halloween mask made by the Silver Shamrock mask company. The company's owner, Conal Cochran, wants to return Halloween to its darker roots using his masks -- and his unspeakable scheme would unleash death and destruction across the country.",2500000,"['Universal Pictures', 'Dino De Laurentiis Company']",14400000,98,The Night No One Comes Home.,1982,10
5795,288,High Noon,1952-06-09,['Western'],English,7.7,1219,14.754,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",730000,"['Stanley Kramer Productions', 'United Artists']",8000000,85,The story of a man who was too proud to run.,1952,06
5796,9705,Swordfish,2001-06-07,"['Action', 'Crime', 'Thriller']",English,6.2,2356,18.504,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",102000000,"['Village Roadshow Pictures', 'Silver Pictures', 'Jonathan Krane Group', 'NPV Entertainment', 'Warner Bros. Pictures']",147080413,99,Log On. Hack In. Go Anywhere. Get Everything.,2001,06
5800,12837,The Secret Life of Bees,2008-09-17,"['Family', 'Adventure', 'Drama']",English,7.5,459,12.754,"Set in South Carolina in 1964, this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father, Lily flees with Rosaleen, her caregiver and only friend, to a South Carolina town that holds the secret to her mother's past.",11000000,"['Dune Entertainment III', 'Fox Searchlight Pictures', ""The Donners' Company"", 'Overbrook Entertainment']",38105395,114,"Bring Your Girlfriends, Sisters, Mothers and Daughters.",2008,09
5802,6171,Dreamcatcher,2003-03-21,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",English,5.6,1555,15.002,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.",68000000,"['Kasdan Pictures', 'Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment', 'WV Films II']",75700000,136,A circle of friendship. A web of mystery. A pattern of fear.,2003,03
5805,1378,Shortbus,2006-10-04,"['Romance', 'Drama', 'Comedy']",English,6.4,426,18.251,"A group of New Yorkers caught up in their romantic/sexual milieu converge at Shortbus, an underground Brooklyn salon infamous for its blend of art, music, politics, and carnality, and loosely inspired by various underground NYC gatherings that took place in the early 2000s. Here, gay couple Jamie and James meet Ceth, a young ex-model and aspiring singer.",2000000,"['Fortissimo Films', 'Process Productions', 'Q Television']",5179037,101,Open Your Mind. And Everything Else.,2006,10
5808,691,The Spy Who Loved Me,1977-07-07,"['Adventure', 'Action', 'Thriller']",English,6.8,1685,17.949,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,13000000,"['United Artists', 'Eon Productions', 'Danjaq']",185438673,125,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,1977,07
5810,793,Blue Velvet,1986-01-01,"['Drama', 'Crime', 'Mystery', 'Thriller']",English,7.6,2850,15.497,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child.",6000000,['DEG'],8618766,120,It's a strange world.,1986,01
5814,5038,Vicky Cristina Barcelona,2008-08-15,"['Drama', 'Romance']",English,6.8,3356,14.748,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",15000000,"['The Weinstein Company', 'Gravier Productions', 'Mediapro', 'TV3', 'Atresmedia', 'Wild Bunch']",96408652,96,Life is the ultimate work of art.,2008,08
5818,11683,Land of the Dead,2005-06-18,"['Horror', 'Thriller', 'Science Fiction']",English,6.2,1368,20.196,"The world is full of zombies and the survivors have barricaded themselves inside a walled city to keep out the living dead. As the wealthy hide out in skyscrapers and chaos rules the streets, the rest of the survivors must find a way to stop the evolving zombies from breaking into the city.",15000000,"['Romero-Grunwald Productions', 'Universal Pictures', 'Atmosphere Entertainment MM', 'Wild Bunch', 'Rangerkim', 'Ontario Media Development Corporation (OMDC)']",47074133,93,The dead shall inherit the Earth.,2005,06
5820,9327,The Nutty Professor,1996-06-28,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",English,5.6,2616,15.994,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",54000000,"['Universal Pictures', 'Imagine Entertainment']",128769345,95,"Inside Sherman Klump, a party animal is about to break out.",1996,06
5822,62764,Mirror Mirror,2012-03-15,"['Adventure', 'Comedy', 'Family', 'Fantasy']",English,5.9,2983,15.997,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",85000000,"['Misher Films', 'Relativity Media', 'Yucaipa Films', 'Goldmann Pictures', 'Rat Entertainment', 'Misha Films']",183018522,106,The Snow White legend comes alive.,2012,03
5823,2252,Eastern Promises,2007-09-14,"['Thriller', 'Crime', 'Mystery']",English,7.4,2859,17.746,"A Russian teenager, living in London, dies during childbirth but leaves clues to a midwife in her journal, that could tie her child to a rape involving a violent Russian mob family.",51500000,"['Focus Features', 'BBC Film', 'Astral Media', 'Corus Entertainment', 'Téléfilm Canada', 'Serendipity Point Films', 'Scion Films', 'Shine Pictures', 'Kudos']",56106607,101,Every sin leaves a mark.,2007,09
5825,161822,Doraemon: Nobita and the Tin Labyrinth,1993-03-06,"['Adventure', 'Animation']",Japanese,7.3,30,13.393,"Nobita's dad stumbled upon a strange advertisement of a fantastic resort on television at midnight. Sleepy as he was, he made a reservation even though he didn't even realize he was talking to the advertisement. The next day he discussed with the family their holiday plans, only to realize he could not find the place anywhere on earth. All of a sudden though there was a suitcase in Nobita's room and intrigued as he was, he opened it only to find a portal to a beautiful resort managed by tin robots. Better still, it's absolutely free. It seems that there is a hidden agenda behind the person who invites them there.",4000000,"['TV Asahi', 'Asatsu-DK', 'Shogakukan Production', 'Shin-Ei Animation']",14800000,97,New Doraemon's Adventure,1993,03
5826,8738,The Final Countdown,1980-01-31,"['War', 'Action', 'Science Fiction']",English,6.6,494,16.742,"During routine manoeuvres near Hawaii in 1980, the aircraft-carrier USS Nimitz is caught in a strange vortex-like storm, throwing the ship back in time to 1941—mere hours before the Japanese attack on Pearl Harbor.",12000000,['Bryna Productions'],16647800,103,"Trapped outside the boundaries of time and space... 102 aircraft... 6,000 men... all missing.",1980,01
5827,93856,Chernobyl Diaries,2012-05-24,"['Horror', 'Thriller']",English,5.2,1429,20.995,"A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide' who, ignoring warnings, takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but now a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone.",1000000,"['Oren Peli / Brian Witten Pictures', 'Alcon Entertainment', 'FilmNation Entertainment', 'Warner Bros. Pictures']",38390020,88,Experience the Fallout,2012,05
5830,323677,Race,2016-02-19,"['Drama', 'History']",English,7.3,1415,17.747,"Based on the story of Jesse Owens, the athlete whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.",5000000,"['Trinity Race', 'Forecast Pictures', 'Solofilms', 'JoBro Productions']",24804129,134,The incredible true story of gold medal champion Jesse Owens,2016,02
